"","genus_1","genus_2","char"
"142","Blarina","Buteo","preysOn"
"143","Blarina","Buteo","preyedUponBy"
"144","Blarina","Corvus","preyedUponBy"
"145","Corvus","Microtus","eats"
"146","Corvus","Microtus","interactsWith"
"147","Buteo","Peromyscus","interactsWith"
"148","Buteo","Peromyscus","eats"
"149","Buteo","Peromyscus","preysOn"
"150","Corvus","Peromyscus","eats"
"151","Peromyscus","Sialia","interactsWith"
"152","Peromyscus","Sitta","interactsWith"
"153","Peromyscus","Sitta","eats"
"154","Peromyscus","Tachycineta","interactsWith"
"155","Buteo","Reithrodontomys","eats"
"156","Corvus","Reithrodontomys","eats"
"157","Colinus","Sigmodon","interactsWith"
"158","Ammodramus","Spermophilus","interactsWith"
"159","Buteo","Spermophilus","interactsWith"
"160","Buteo","Spermophilus","eats"
"161","Buteo","Spermophilus","preysOn"
"162","Corvus","Spermophilus","interactsWith"
"163","Corvus","Spermophilus","eats"
"164","Passerina","Spermophilus","interactsWith"
"165","Phasianus","Spermophilus","interactsWith"
"166","Spermophilus","Spizella","interactsWith"
"167","Melanoplus","Polygala","eats"
"168","Blarina","Juniperus","interactsWith"
"169","Blarina","Oligoneuron","interactsWith"
"170","Blarina","Solidago","interactsWith"
"171","Blarina","Cornus","interactsWith"
"172","Blarina","Prunus","interactsWith"
"173","Achillea","Microtus","eatenBy"
"174","Agrostis","Microtus","interactsWith"
"175","Agrostis","Microtus","eatenBy"
"176","Carex","Microtus","eatenBy"
"177","Elymus","Microtus","eatenBy"
"178","Microtus","Muhlenbergia","eats"
"179","Microtus","Oligoneuron","eats"
"180","Microtus","Oligoneuron","interactsWith"
"181","Microtus","Oxalis","eats"
"182","Microtus","Panicum","eats"
"183","Microtus","Plantago","eats"
"184","Microtus","Poa","eats"
"185","Microtus","Rosa","eats"
"186","Microtus","Solidago","eats"
"187","Microtus","Solidago","interactsWith"
"188","Microtus","Symphyotrichum","eats"
"189","Cornus","Microtus","eatenBy"
"190","Microtus","Setaria","interactsWith"
"191","Helianthus","Microtus","eatenBy"
"192","Helianthus","Microtus","interactsWith"
"193","Microtus","Rubus","eats"
"194","Juniperus","Peromyscus","interactsWith"
"195","Oligoneuron","Peromyscus","interactsWith"
"196","Peromyscus","Schizachyrium","eats"
"197","Peromyscus","Solidago","interactsWith"
"198","Cornus","Peromyscus","interactsWith"
"199","Peromyscus","Setaria","interactsWith"
"200","Peromyscus","Prunus","interactsWith"
"201","Peromyscus","Prunus","eats"
"202","Schizachyrium","Sigmodon","eatenBy"
"203","Achillea","Spermophilus","eatenBy"
"204","Artemisia","Spermophilus","interactsWith"
"205","Artemisia","Spermophilus","eatenBy"
"206","Carex","Spermophilus","interactsWith"
"207","Carex","Spermophilus","adjacentTo"
"208","Carex","Spermophilus","eatenBy"
"209","Cirsium","Spermophilus","eatenBy"
"210","Lepidium","Spermophilus","interactsWith"
"211","Poa","Spermophilus","eatenBy"
"212","Ratibida","Spermophilus","interactsWith"
"213","Spermophilus","Sporobolus","interactsWith"
"214","Spermophilus","Symphoricarpos","interactsWith"
"215","Hesperotettix","Polygala","eats"
